User_ID,Doc_ID,Inter-Stroke time,Stroke Duration,Start X,Start Y,Stop X,Sop Y,Direct end-to-end Distance,Mean resulant length,WSAD Flag,Direction of end-to-end Time,Phone_ID,20 per pairwise velocity,50 per pairwise velocity,80 per pairwise velocity,20 per pairwise acc,50 per pairwise acc,80 per pairwise acc,Median velocity at last 3pts,Largest deviation from end-to-end line,20 per dev line,50 per dev line,80 per dev line,Average Direction,Length of Trajectory,Ratio dist and length of trajectory,Average velocity,Median acceleration at first 5 pts,Mid-Stroke pressure,Mid-Stroke area covered,Mid-Stroke finger orientation,Change of finger orientation,Phone orientation
38,2,1.262,0.676,11.228,-28.67,9.7021,-23.765,5.1375,0.72291,3,1.8724,2,2.0017,7.2675,17.042,-639.2,-58.586,532.96,16.69,0.58754,0.1647,0.39786,0.47443,1.4899,5.752,0.89317,8.5089,-0.0052901,0.34,0.13333,-1.5708,0,2
3,2,0.761,0.392,23.787,-41.628,28.625,-24.392,17.902,0.92005,3,1.2971,3,19.127,39.144,97.59,-5462.3,-363.59,21897,25.207,-1.5425,-1.3749,-0.65376,-0.069973,1.1582,18.339,0.97618,46.782,4705,0.5,0.044444,0,0,1
1,2,2.409,1.946,28.343,-39.681,27.798,-33.031,6.6721,0.70547,3,1.6526,2,0,4.5161,7.6309,-300.78,-9.8901,377.21,1.2978,-0.16386,-0.044528,0.037404,0.10241,1.1643,7.0103,0.95175,3.6024,0,0.56,0.15556,0,0,1
16,2,14.34,4.163,17.941,-48.28,22.679,-14.917,33.697,0.76561,3,1.4297,3,0,7.8362,14.399,-418.03,0,520.57,8.0765,-1.2138,-0.87971,-0.65664,-0.46803,1.0912,35.724,0.94326,8.5814,0,0.42,0.044444,0,0,1
18,1,4.274,2.039,21.368,-35.278,19.856,-42.636,7.5117,0.47565,1,-1.7735,3,0,3.7331,9.1631,-495.43,0,648.18,3.8767,0.4382,-0.16933,0.02164,0.33947,-0.16145,14.028,0.53548,6.8798,-248.87,0.47,0.044444,0,0,1
2,1,1.474,0.556,1.8532,-50.909,3.0524,-46.112,4.9442,0.64682,3,1.3258,2,0,7.2675,17.622,-410.04,-1.2434E-11,633.74,3.4066,0.58167,0.18772,0.44947,0.52615,1.0995,5.7554,0.85906,10.351,309.82,0.26,0.088889,0,0,1
19,1,5.863,5.394,22.477,-16.429,24.493,-38.402,22.065,0.55042,1,-1.4793,1,0,4.7997,12.2,-534.79,0,474.1,10.61,2.3592,0.32137,0.8306,2.0102,-0.41182,40.028,0.55125,7.4208,311.1,0.3,0.044444,0,0,1
34,1,0.889,0.448,14.935,-43.06,14.063,-36.301,6.8148,0.78013,3,1.6991,2,5.5264,12.825,24.971,-622.52,-20.71,561.07,5.6079,-0.58941,-0.47432,-0.38713,-0.096956,1.395,7.0866,0.96164,15.818,533.54,0.53,0.13333,0,0,1
28,5,3.742,0.125,26.272,-28.452,8.83,-32.05,17.809,0.32754,4,-2.9382,2,3.2452,32.452,6607.3,-333540,1659500,3652500,32.452,0.87414,-4.4409E-16,-2.2204E-16,0.6119,-2.9434,17.954,0.99194,143.63,1659500,0.64,0.15556,0,0,1
6,5,0.518,0.236,31.548,-27.214,10.886,-30.339,20.898,0.67808,4,-2.9915,1,5.966,20.489,57.116,-1865.1,192.66,1442.9,155.03,1.5547,0.0045212,0.17501,0.54444,3.1062,21.181,0.98661,89.751,348.76,0.45,0.044444,0,0,1
23,5,0.387,0.17,7.1948,-34.884,30.415,-29.324,23.876,0.99329,2,0.23501,4,63.021,211.33,221.29,-2746.5,-960.15,271.73,170.7,-0.43004,-0.39555,-0.036583,0,0.20261,23.908,0.99864,140.64,-960.15,0.19608,0.066667,0,0,1
3,5,1.168,0.128,7.2571,-33.06,29.936,-41.729,24.279,0.9773,2,-0.36509,3,1.0079,180.98,305.37,-45845,-2397.5,32443,180.98,-0.998,-0.57256,-0.19374,1.2434E-15,-0.22666,24.415,0.99442,190.74,-27.643,0.62,0.044444,0,0,1
37,5,0.353,0.157,8.2651,-34.471,21.872,-32.052,13.82,0.9928,2,0.17594,1,30.532,107.23,176.44,-3190.6,-2154.3,25960,105.39,-0.57558,-0.40489,-0.17973,0,0.21649,13.876,0.99602,88.38,-1819.4,0.67,0.044444,0,0,1
29,5,1.295,0.144,27.819,-26.912,10.382,-26.61,17.44,0.70583,4,3.1243,5,21.345,145.7,256.41,-7724.9,-1107.6,10738,123.3,-1.2973,-1.2266,-0.45379,0,3.128,17.707,0.98494,122.96,-178.7,0.082353,0.066667,0,0,1
6,5,0.438,0.199,31.851,-19.655,10.382,-23.283,21.774,0.71394,4,-2.9742,1,12.599,50.776,135.23,-2616.1,764.18,1845.7,135.23,0.90985,-0.014698,0.0013998,0.23082,-2.8828,21.957,0.99166,110.34,901.83,0.46,0.044444,0,0,1
23,4,0.355,0.141,6.7588,-40.444,28.997,-34.339,23.061,0.99282,2,0.26791,4,71.264,230.55,287.93,-3724.8,-2039.6,3526.1,209.37,-0.40813,-0.39659,-0.11646,-6.2172E-16,0.22182,23.086,0.99891,163.73,-2039.6,0.20784,0.088889,0,0,1
11,4,4.625,0.087,17.135,-37.999,10.18,-40.418,7.3635,0.7215,4,-2.8069,3,30.196,92.698,228.56,-23714,-4931.5,54070,99.974,0.10348,0,0.033113,0.067881,-2.7672,7.3702,0.99909,84.714,-692.98,0.89,0.044444,0,0,1
22,4,0.5,0.117,29.979,-43.278,17.878,-50.255,13.968,0.63364,4,-2.6186,2,4.8177,151.25,186.57,-7947.6,-2235.7,10499,152.28,0.33692,-0.011996,0,0.29583,-2.3975,14.001,0.99759,119.67,-2235.7,0.38,0.13333,0,0,1
37,4,0.886,0.134,11.087,-36.689,29.331,-45.76,20.375,0.97739,2,-0.46144,1,6.109,202.07,334.49,-12433,-3041.8,118870,169.8,0.2184,0,0.013463,0.048517,-0.43749,20.396,0.99896,152.21,-2805.7,0.39,0.044444,0,0,1
32,4,0.568,0.295,31.75,-35.782,2.1167,-35.479,29.635,0.84822,4,3.1314,3,8.3039,46.613,149.03,-1822.9,605.33,1425.2,92.259,1.5931,-5.5511E-18,0.19643,0.79901,2.9966,29.902,0.99107,101.36,605.33,0.5,0.044444,0,0,1
31,4,1.356,0.111,13.305,-31.75,30.44,-29.936,17.231,0.9935,2,0.10549,5,90.495,170.41,244.69,-5129.2,-4597.1,-432.01,131.46,0.54598,-0.026061,2.2204E-16,0.47593,0.10076,17.329,0.99434,156.12,-4597.1,0.082353,0.033333,0,0,1
22,3,4.218,0.797,29.87,-36.301,34.448,-10.356,26.346,0.89463,3,1.3961,2,6.345,29.676,77.3,-2288.7,33.759,2583,0,-0.94724,-0.6056,-0.41679,-0.058098,1.2575,26.71,0.98636,33.513,2283.9,0.53,0.11111,0,0,1
22,3,7.833,0.582,29.215,-42.951,31.723,-20.494,22.596,0.88141,3,1.4596,2,8.8167,30.555,76.975,-2884.7,-201.29,558.5,4.2825,-0.57641,-0.49941,-0.35184,-0.10066,1.2551,22.93,0.98543,39.399,-536.54,0.45,0.13333,0,0,1
1,3,2.3,1.928,31.832,-24.31,29.433,-13.845,10.737,0.66736,3,1.7961,2,0.14955,7.2675,12.112,-362.57,0,368.85,0,-0.53129,-0.39183,0,0.096739,1.4837,12.41,0.86512,6.437,0,0.55,0.17778,0,0,1
13,2,7.605,1.642,2.6206,-45.458,-0.40317,-27.214,18.493,0.64781,3,1.735,1,4.5815,9.5993,21.873,-603.76,0,520,4.1997,0.58948,-0.18953,0.016481,0.37934,1.4294,20.797,0.88921,12.665,0,0.43,0.044444,0,0,1
29,2,2.245,1.852,28.121,-45.458,28.121,-35.379,10.079,0.81837,3,1.5708,5,1.1339,5.5997,10.669,-331.42,-1.7764E-11,306.19,10.079,0.20159,0,0.10079,0.10079,1.3304,10.21,0.98716,5.5132,32.868,0.070588,0.066667,0,0,1
14,2,0.754,0.487,23.989,-20.26,26.408,-40.62,20.504,0.81671,1,-1.4525,5,0,18.208,97.787,-1719,0,2640.2,0,0.49351,-0.023784,0.016847,0.10653,-1.1683,20.609,0.99486,42.319,1608.6,0.1098,0.083333,0,0,1
17,2,0.881,0.66,18.949,-45.055,20.159,-40.721,4.4997,0.74494,3,1.2987,1,0,6.8032,18.63,-518.48,0,862.01,1.3621,-0.37027,-0.26077,-0.22126,-0.011289,0.86852,5.1909,0.86684,7.8651,833.02,0.57,0.044444,0,0,1
2,2,3.479,0.428,4.2515,-20.276,4.0335,-13.845,6.4355,0.81848,3,1.6047,2,3.9832,8.4753,49.054,-1212.4,0,10998,0,-0.25483,-0.10895,-0.018466,0,1.365,6.5926,0.97616,15.403,-517.67,0.59,0.15556,1.5708,0,2
27,2,18.238,2.728,16.53,-34.774,21.469,-12.297,23.013,0.81246,3,1.3545,3,4.5815,9.163,14.238,-394.53,0,489.57,0,-1.395,-1.0921,-0.8732,-0.13557,1.111,24.422,0.94232,8.9523,0,0.65,0.044444,0,0,1
21,2,4.702,4.107,7.9627,-41.325,4.8381,-29.835,11.908,0.57255,3,1.8363,3,0,0,8.7282,-646.11,0,699.95,4.1998,-0.64159,-0.2667,-0.12286,4.4409E-16,0.53731,16.058,0.74154,3.9099,556.81,0.82,0.044444,0,0,1
27,2,13.054,1.817,9.6762,-50.195,18.647,-31.649,20.602,0.47588,3,1.1203,3,0,10.079,46.422,-655.28,0,350.44,0,7.2328,-1.0306,0.50596,2.6388,0.43531,53.2,0.38725,29.279,-53.174,0.61,0.044444,0,0,1
38,2,20.289,0.612,13.191,-28.343,9.3751,-17.006,11.962,0.86347,3,1.8954,2,13.542,20.278,41.14,-1289,54.601,1067.3,21.136,1.8856,0.36966,1.1842,1.6151,1.8325,13.299,0.89948,21.73,502.31,0.43,0.13333,-1.5708,0,2
2,1,0.606,0.307,6.3227,-32.05,9.1571,-51.89,20.042,0.88161,1,-1.4289,2,30.067,76.607,138.13,-4272.3,-626.96,9509.9,45.422,-1.5879,-1.3675,-0.90188,-0.02775,-1.3507,20.412,0.98188,66.487,-1253.9,0.31,0.066667,0,0,1
30,1,34.101,1.447,30.524,-55.052,29.324,-14.608,40.462,0.95875,3,1.6004,2,12.825,24.97,39.668,-1182.3,-39.59,1238.3,50.363,-3.6889,-3.6004,-3.4046,-2.0796,1.6169,42.374,0.95487,29.284,256.33,0.57,0.15556,0,0,1
31,1,3.44,2.989,7.2571,-44.954,22.679,-21.469,28.096,0.83679,3,0.98976,5,3.3559,6.2996,18.858,-430.91,0,479.44,5.3895,-2.4477,-2.2535,-1.9167,-1.1866,0.85838,30.017,0.93597,10.043,171.75,0.16863,0.23333,0,0,1
18,1,12.408,1.068,24.19,-41.729,28.424,-26.106,16.186,0.84264,3,1.3062,3,7.5023,14.399,26.392,-710.73,-0.015569,579.3,13.137,-1.6187,-1.2976,-0.71991,-0.1443,1.168,17.075,0.94796,15.988,0,0.48,0.044444,0,0,1
33,1,4.736,0.962,0.90714,-27.718,1.0079,-12.398,15.321,0.88556,3,1.5642,5,5.0397,12.521,44.6,-1179.8,7.8928,1502.1,1.3621,0.76787,0.0019893,0.16776,0.56019,1.483,15.582,0.98324,16.198,1588.1,0.058824,0.033333,0,0,1
24,5,2.855,0.085,10.683,-28.779,28.234,-25.727,17.815,0.99549,2,0.17219,2,100.51,222.54,2236.2,-71972,378800,1087200,1036.6,-0.57436,-0.47303,-0.093392,0,0.14421,17.861,0.99742,210.12,378800,0.49,0.088889,0,0,1
32,5,0.712,0.175,1.3103,-44.752,26.811,-45.156,25.504,0.99953,2,-0.015809,3,0.62997,77.078,197.45,-8495.2,-1574.8,12838,154.61,-0.15695,-0.029159,-0.0015934,5.5511E-17,-0.018479,25.512,0.99969,145.78,-812.73,0.6,0.044444,0,0,1
16,5,1.136,0.188,15.825,-38.906,6.6524,-42.737,9.9398,0.7488,4,-2.746,3,7.0624,64.609,101.13,-5776.2,-893.39,30012,46.429,0.38431,0.013185,0.30254,0.35691,-2.8651,10.168,0.97755,54.086,22666,0.64,0.044444,0,0,1
35,5,0.409,0.166,1.2095,-35.278,22.376,-28.928,22.099,0.97686,2,0.29146,3,24.144,50.655,104.65,-12134,1056.8,5594.4,94.257,-0.39583,-0.27322,0,0.083027,0.32132,22.181,0.99631,133.62,2362.7,0.78,0.044444,0,0,1
6,5,5.059,0.164,24.09,-19.554,4.9389,-33.463,23.669,0.63891,4,-2.5134,1,29.04,201.49,867.75,-33623,-1708.1,208420,97.257,1.0104,-5.3291E-16,0.44038,0.80806,-2.3578,23.807,0.99421,145.16,177070,0.625,0.044444,0,0,1
35,5,0.681,0.09,10.281,-35.076,20.159,-32.456,10.22,0.8202,2,0.25933,3,9.3201,90.753,240.49,-24870,-5497.1,100570,176.2,-0.15111,-0.094839,0,0.07595,0.19062,10.389,0.98368,115.43,33113,0.64,0.044444,0,0,1
23,4,1.559,0.099,26.708,-33.031,10.029,-43.496,19.69,0.63643,4,-2.5812,4,127.76,272.66,310.49,-7649.9,-2603.3,1072,264.09,0.74597,0,0.34583,0.73583,-2.4049,19.791,0.9949,199.91,-2603.3,0.2,0.088889,0,0,1
15,4,0.864,0.105,17.987,-41.098,30.088,-32.813,14.665,0.97404,2,0.60037,4,94.691,210.03,1023.4,-94222,-4049.3,1264800,156.72,-0.41004,-0.34513,-0.20259,-7.9936E-16,0.50228,14.691,0.99823,139.91,-4049.3,0.17647,0.066667,0,0,1
27,4,0.837,0.3,0.40317,-32.758,26.408,-30.339,26.117,0.9876,2,0.092756,3,47.74,76.621,135.38,-3036.4,-16.328,1688,109.16,-0.57182,-0.45979,-0.28008,-0.024507,0.14677,26.214,0.9963,87.38,-16.328,0.52,0.044444,0,0,1
21,4,1.784,0.111,11.087,-42.031,22.275,-40.015,11.368,0.99343,2,0.17827,3,1.061,86.419,145.38,-45884,-2475.1,49696,86.419,0.37176,-2.2204E-16,0.035746,0.29705,0.11336,11.416,0.99579,102.85,-2475.1,0.725,0.044444,0,0,1
20,4,0.723,0.103,16.788,-36.083,30.306,-38.591,13.748,0.99168,2,-0.1834,2,54.431,111.4,263.95,-9947,-2944.3,-479.3,110.13,-0.71658,-0.45035,-0.0255,0,-0.18613,13.832,0.99392,134.29,-2944.3,0.55,0.15556,0,0,1
10,4,0.376,0.115,15.22,-27.92,31.044,-26.811,15.863,0.9991,2,0.069949,3,0,100.06,195.37,-42469,-1354.3,8693.4,168.52,0.42973,0,0.042268,0.24586,0.018991,15.888,0.99846,138.16,-1354.3,0.79,0.044444,0,0,1
24,4,1.084,0.389,34.666,-23.547,17.115,-23.983,17.556,0.90245,4,-3.1168,2,16.377,52.298,73.357,-2124.7,-250.83,1554,55.305,-0.29377,-0.18303,-0.066335,0.016922,-3.1115,17.684,0.99281,45.459,750.18,0.39,0.1,0,0,1
24,4,0.399,0.171,14.063,-31.832,33.14,-28.888,19.303,0.99603,2,0.15308,2,33.253,96.259,1370.6,-97784,5348.5,1001300,138.92,-0.63473,-0.58874,-0.23087,0,0.15241,19.35,0.99759,113.16,5348.5,0.455,0.088889,0,0,1
37,4,0.681,0.131,26.912,-34.572,12.599,-36.991,14.516,0.66818,4,-2.9742,1,21.879,93.735,172.76,-12111,-4400.8,18221,82.031,-0.50532,-0.28485,-0.034994,0,-2.8586,14.567,0.99648,111.2,-4400.8,0.395,0.044444,0,0,1
29,3,11.449,0.393,25.803,-23.485,24.997,-32.758,9.308,0.91745,1,-1.6575,5,17.663,27.705,59.53,-1232.5,246.65,1951.6,18.143,0.48024,0.10085,0.26413,0.45099,-1.5933,9.4045,0.98974,23.93,276.02,0.10196,0.13333,0,0,1
20,3,7.39,6.397,0.65408,-48.947,0.21803,-16.57,32.38,0.82145,3,1.5843,2,3.4836,7.1503,13.627,-336.46,-0.0044565,387.75,3.0281,0.37656,-0.30609,-0.029361,0.17474,1.3717,33.249,0.97386,5.1976,60.574,0.44,0.13333,0,0,1
15,3,1.723,0.405,17.878,-45.131,19.295,-39.899,5.4211,0.89575,3,1.3063,4,4.3345,13.594,20.415,-619.71,-141.94,333.87,5.6777,0.1403,0,0.024113,0.04187,1.1933,5.5077,0.98429,13.599,-152.09,0.20784,0.088889,0,0,1
5,2,1.485,1.008,25.4,-43.039,26.005,-30.44,12.614,0.88394,3,1.5228,3,4.3276,12.095,22.362,-358.93,-13.927,390.74,3.6837,-0.46312,-0.35873,-0.24847,-0.028512,1.3731,12.921,0.97625,12.818,0,0.26,0.044444,0,0,1
23,2,1.411,0.139,24.746,-41.098,24.964,-32.813,8.2878,0.84574,3,1.5445,4,30.524,88.759,546.74,-18569,-2644.2,236320,81.297,-0.45884,-0.41238,-0.15199,-2.498E-17,1.3549,8.3601,0.99136,60.144,-2644.2,0.18431,0.1,0,0,1
33,2,15.506,0.319,15.724,-43.644,21.167,-23.787,20.589,0.88518,3,1.3033,5,3.562,34.323,242.02,-14089,352.26,18303,47.885,-0.44163,-0.34348,-0.036021,-7.9936E-16,1.1427,20.632,0.99792,64.677,352.26,0.15294,0.15,0,0,1
17,2,1.547,1.241,21.368,-44.853,21.771,-37.798,7.0671,0.7052,3,1.5137,1,0,5.0397,9.1631,-447.27,0,550.46,0,-0.40252,-0.33783,-0.17826,0,0.88794,7.5373,0.93762,6.0736,0,0.4,0.044444,0,0,1
2,2,2.937,1.972,2.0712,-26.599,4.4695,-21.803,5.3627,0.43796,3,1.1071,2,0,4.9552,9.0734,-484.5,0,455.16,1.2676,-1.7063,-1.5601,-1.2432,-0.24376,-0.080499,12.527,0.42808,6.3526,-335.3,0.55,0.13333,1.5708,0,2
38,2,1.008,0.581,11.882,-29.433,11.446,-25.182,4.2738,0.73157,3,1.673,2,4.5835,7.1818,12.8,-540.21,28.498,387.94,8.167,-0.38651,-0.14404,0,0.21856,1.3357,4.8018,0.89003,8.2648,92.143,0.4,0.11111,-1.5708,0,2
2,2,3.453,0.682,6.2137,-20.276,5.5597,-15.48,4.841,0.80286,3,1.7063,2,4.1382,7.7865,16.338,-710.13,-25.417,604.65,4.5343,0.49097,0.24499,0.38296,0.43156,1.519,5.2343,0.92485,7.6749,484.48,0.55,0.15556,1.5708,0,2
11,2,0.848,0.494,23.888,-30.843,28.928,-10.382,21.073,0.90605,3,1.3293,3,33.581,46.722,56.546,-760.5,-58.472,785.27,43.055,-2.7451,-2.6353,-1.8839,-0.35059,1.3038,22.118,0.95274,44.773,478.83,0.56,0.044444,0,0,1
8,2,5.131,2.838,21.167,-34.673,25.198,-4.3341,30.606,0.66722,3,1.4387,3,0,8.0635,18.069,-535.1,0,596.41,4.1998,0.47269,-0.15226,-0.033526,0.16196,0.87199,32.857,0.93149,11.577,690.12,0.33,0.044444,0,0,1
39,1,8.596,0.679,21.367,-22.784,20.712,-42.733,19.96,0.83201,1,-1.6036,2,3.1172,21.069,72.845,-1494.4,-99.854,1081.8,0,1.0895,0.0060729,0.28667,0.91557,-1.3326,20.334,0.98163,29.946,-813.54,0.49,0.13333,0,0,1
1,1,6.419,0.958,30.742,-28.452,29.979,-20.385,8.103,0.83794,3,1.6651,2,5.4074,7.0404,16.904,-393.84,-42.059,529.93,1.9467,-0.57051,-0.36914,-0.16573,-0.041065,1.4458,8.2648,0.98042,8.6272,-200.7,0.42,0.13333,0,0,1
34,1,2.558,0.277,15.589,-46.658,16.134,-39.681,6.9981,0.88547,3,1.4928,2,6.6087,39.971,76.897,-1407.1,-399.73,3361.6,76.897,-0.74888,-0.638,-0.33284,0,1.4632,7.1892,0.97342,25.954,-399.73,0.41,0.13333,0,0,1
35,1,2.204,1.706,18.546,-37.596,19.05,-30.44,7.1741,0.66816,3,1.5005,3,0,4.7997,10.079,-659.03,0,540.64,4.1997,-0.18268,-0.11754,-0.041068,0.086383,0.73354,8.3384,0.86036,4.8877,0,0.59,0.044444,0,0,1
26,1,12.859,2.607,34.012,-54.615,29.979,-23.656,31.221,0.82776,3,1.7003,2,6.0563,11.794,20.576,-502.15,-39.571,454.09,0,-1.8719,-1.4444,-1.0844,-0.95348,1.5412,33.064,0.94428,12.683,1052.2,0.62,0.17778,0,0,1
3,1,21.194,0.378,14.716,-27.517,15.22,-34.371,6.8725,0.70416,1,-1.4974,3,0,5.929,47.035,-632.33,0,1124.1,0,0.30452,-0.0073913,0.063566,0.16808,-0.97732,7.0572,0.97382,18.67,1248.9,0.44,0.044444,0,0,1
6,1,0.841,0.31,6.6524,-40.721,6.854,-30.944,9.7791,0.86549,3,1.5502,1,16.138,33.45,50.563,-1495.5,-259.16,1439.5,17.339,1.0597,0.098071,0.37816,0.72992,1.4398,10.343,0.94551,33.363,1.2055,0.425,0.044444,0,0,1
29,1,2.865,2.481,26.912,-38.906,29.129,-23.183,15.879,0.84296,3,1.4307,5,2.1445,3.8767,10.919,-235.22,2.7615,280.6,19.025,0.29046,0.07012,0.15547,0.20614,1.276,16.224,0.97876,6.5393,6.2178,0.082353,0.066667,0,0,1
16,5,0.886,0.103,20.562,-24.896,8.4667,-29.835,13.065,0.61418,4,-2.7539,3,23.905,90.592,618.21,-24288,3172.6,245600,346.07,0.38337,0,0.1944,0.33873,-2.6675,13.102,0.99719,127.2,3172.6,0.665,0.044444,0,0,1
8,5,0.512,0.132,8.1643,-35.681,24.795,-31.145,17.238,0.98958,2,0.26625,3,0,92.307,295.29,-32117,-10108,19859,167.38,-0.28289,-0.15559,-0.053041,0,0.19398,17.258,0.99885,130.74,-10108,0.37,0.044444,0,0,1
23,5,0.251,0.058,23.656,-25.509,16.461,-32.159,9.7972,0.36443,4,-2.3955,4,0,204.11,408.22,-12006,-12006,-12006,204.11,0,0,0,0,-1.1978,9.7972,1,168.92,-12006,0.11765,0.055556,0,0,1
17,5,2.578,0.161,22.88,-36.991,3.6286,-42.938,20.149,0.66167,4,-2.842,1,19.954,151.22,203.89,-14010,-1703.6,40080,85.371,1.9109,0,0.37816,1.6015,-2.9332,20.833,0.96718,129.4,-349.94,0.71,0.066667,0,0,1
3,5,1.969,0.07,12.599,-40.317,26.106,-48.28,15.679,0.95961,2,-0.5327,3,0,40.631,543.58,-91005,-10159,345850,248.39,-1.1255,-0.79214,-0.32269,-8.8818E-16,-0.26085,15.895,0.9864,227.07,0,0.65,0.044444,0,0,1
8,5,0.292,0.141,10.785,-37.798,25.198,-33.463,15.051,0.99066,2,0.2921,3,0,80.644,447.25,-242260,-4508.8,246090,121.2,-0.32265,-0.30321,-0.0087749,7.9936E-16,0.20677,15.072,0.99862,106.89,-1958.6,0.39,0.044444,0,0,1
30,5,1.427,0.106,11.01,-30.633,26.599,-40.117,18.247,0.95641,2,-0.54657,2,121.74,274.15,587.56,-26126,-8254.1,134240,256.16,1.41,0,0.44156,1.3238,-0.52428,18.581,0.98202,175.29,-8254.1,0.31,0.077778,0,0,1
29,5,0.4,0.109,12.7,-37.999,25.501,-40.015,12.959,0.98048,2,-0.1562,5,36.536,129.38,237.62,-8019.5,-3254.2,12192,137.68,-1.1972,-1.0386,-0.21442,0,-0.13092,13.229,0.97959,121.36,-3254.2,0.1098,0.066667,0,0,1
26,4,6.646,0.13,17.333,-38.7,23.983,-38.264,6.6641,0.98604,2,0.06548,2,10.349,86.824,118.95,-3217.3,237.81,4494.9,101.12,-0.26927,-0.1794,0,0.055103,0.074569,6.748,0.98757,51.907,237.81,0.4,0.088889,0,0,1
9,4,1.032,0.227,28.424,-41.225,6.35,-48.683,23.3,0.60869,4,-2.8157,3,33.925,86.998,669.68,-32440,-211.08,330880,101.09,0.79836,-0.017267,0.020711,0.50322,-2.7212,23.421,0.99482,103.18,0,0.28,0.088889,0,0,1
6,4,3.205,0.136,32.153,-29.936,9.8778,-35.782,23.03,0.75186,4,-2.8849,1,22.342,173.67,260.84,-73582,276.81,158710,205.95,0.74112,-0.015308,0,0.54459,-2.8248,23.131,0.99562,170.08,3073.7,0.49,0.044444,0,0,1
25,4,2.419,0.281,32.813,-41.752,3.4884,-42.406,29.332,0.8552,4,-3.1193,2,97.439,118.13,131.38,-1715.4,-53.53,1141.2,91.213,0.38084,-0.11365,1.1102E-16,0.19427,-3.105,29.398,0.99774,104.62,705.78,0.61,0.16667,0,0,1
15,4,1.136,0.098,18.75,-47.748,31.287,-39.245,15.148,0.96825,2,0.59599,4,101.39,221.82,241.59,-5582.8,-1103.3,1652.4,217.57,-0.54916,-0.52609,-0.21221,-6.2172E-16,0.48358,15.211,0.99589,155.21,-1103.3,0.16863,0.066667,0,0,1
10,3,11.651,7.907,18.546,-46.567,21.167,-27.517,19.229,0.55136,3,1.4341,3,0,5.0397,9.1631,-699.96,0,699.95,8.7813,-1.4175,-1.2157,-1.0545,-0.74314,0.4671,40.207,0.47826,5.085,-63.642,0.69,0.044444,0,0,1
34,3,4.959,0.528,15.371,-47.312,16.352,-40.989,6.3984,0.7996,3,1.4169,2,0,7.7865,19.005,-591.38,-105.2,115.96,0,-0.1133,-0.026931,0.00092865,0.050147,1.1017,6.4659,0.98957,12.246,0.012691,0.49,0.13333,0,0,1
21,3,1.037,0.414,21.469,-47.575,21.368,-39.209,8.3665,0.76158,3,1.5828,3,10.469,18.836,41.485,-2415.9,248.99,3595.9,13.568,-1.5373,-1.451,-0.80872,-0.20145,1.5173,9.6217,0.86955,23.241,391.28,0.81,0.044444,0,0,1
8,3,20.847,1.957,20.36,-35.076,25.602,-12.297,23.375,0.72979,3,1.3446,3,0,8.3994,21.356,-517.98,0,394.5,0,-1.33,-0.95445,-0.37987,0.070411,0.91418,25.221,0.92678,12.888,391.31,0.28,0.044444,0,0,1
9,3,1.433,1.227,33.665,-8.6683,36.89,-29.331,20.913,0.39788,1,-1.4159,3,0,17.943,64.699,-1396.7,0,1195.2,33.088,3.1407,-0.012242,1.5176,3.0722,-0.42599,36.068,0.57981,29.395,1395.1,0.495,0.044444,1.5708,0,2
36,2,28.225,2.897,21.912,-17.66,26.599,-26.708,10.19,0.23651,1,-1.0928,4,3.8547,15.05,63.546,-900.82,-60.822,579.26,1.5823,-9.5033,-7.9753,0.20875,5.7242,-0.20231,78.061,0.13054,26.945,-966.75,0.11765,0.055556,0,0,1
34,1,1.015,0.576,15.371,-42.515,14.39,-36.083,6.5062,0.75852,3,1.7222,2,1.9613,6.4125,28.223,-790.86,17.231,710.29,2.4776,-0.23745,-0.17261,-0.09498,-0.047673,1.3887,6.7338,0.96619,11.691,747.67,0.47,0.15556,0,0,1
25,1,0.836,0.481,28.888,-52.435,28.779,-52.653,0.24376,0.44721,1,-2.0344,2,0,0,3.9703,-84.007,-5.4268,339.16,0,-0.097504,-0.097504,-0.048752,0,-0.46365,0.32704,0.74536,0.67991,-5.4268,0.15,0.066667,0,0,1
38,1,4.69,0.368,19.949,-48.293,20.385,-41.97,6.3378,0.84035,3,1.5019,2,4.6469,15.573,43.631,-940.32,-145.12,1142.3,2.8688,-0.26626,-0.21263,-0.12001,-0.079503,1.3228,6.495,0.97579,17.65,536.37,0.27,0.088889,0,0,1
19,5,-1534.9,0.533,7.4587,-24.19,7.1563,-24.291,0.31874,0.44789,4,-2.8198,1,0,0,9.1631,-699.96,0,614.31,0,0.57373,-0.063748,0.25499,0.38249,-0.009294,2.3665,0.13469,4.44,174.98,0.26,0.044444,0,0,1
6,5,0.445,0.162,30.742,-23.082,10.281,-29.331,21.394,0.75286,4,-2.8452,1,24.119,80.386,166.3,-36135,-551.27,60133,130.33,0.1871,0,0.027067,0.14897,-2.8354,21.409,0.99931,132.15,1300.6,0.53,0.044444,0,0,1
24,5,0.38,0.119,24.637,-28.779,11.01,-35.102,15.022,0.6832,4,-2.7072,2,42.322,190.86,962.87,-65720,-2838.7,1318300,141,0.59174,7.9936E-16,0.32197,0.49063,-2.594,15.085,0.99585,126.76,-2838.7,0.4,0.1,0,0,1
